elapsed_sec,rss_kb,cpu_pct,battery_voltage_mv,battery_current_ma,battery_power_w,battery_capacity_pct,battery_external_connected,battery_is_charging
1777821264.224,32,0.0,11478,-6890,79.0834,71,False,False
1777821266.25,3860448,17.3,11478,-6890,79.0834,71,False,False
1777821268.279,7626496,99.0,11478,-6890,79.0834,71,False,False
1777821270.312,7636192,95.4,11478,-6890,79.0834,71,False,False
1777821272.352,7671712,94.9,11423,-7257,82.8967,70,False,False
1777821274.388,7671712,93.9,11423,-7257,82.8967,70,False,False
1777821276.424,7671760,101.2,11423,-7257,82.8967,70,False,False
1777821278.456,7671792,101.1,11423,-7257,82.8967,70,False,False
1777821280.485,7672000,183.0,11423,-7257,82.8967,70,False,False
1777821282.517,7672000,97.8,11423,-7257,82.8967,70,False,False
1777821284.553,7672000,95.4,11423,-7257,82.8967,70,False,False
1777821286.585,7672000,100.8,11423,-7257,82.8967,70,False,False
1777821288.618,7672016,128.4,11423,-7257,82.8967,70,False,False
1777821290.65,7672640,101.4,11423,-7257,82.8967,70,False,False
1777821292.709,7684496,98.1,11423,-7257,82.8967,70,False,False
1777821294.743,7729872,122.0,11423,-7257,82.8967,70,False,False
1777821296.773,7735632,98.2,11423,-7257,82.8967,70,False,False
1777821298.819,7748048,99.2,11423,-7257,82.8967,70,False,False
1777821300.87,7765472,192.9,11423,-7257,82.8967,70,False,False
1777821302.908,7765472,145.1,11423,-7257,82.8967,70,False,False
1777821304.938,7765472,100.7,11423,-7257,82.8967,70,False,False
1777821306.97,7765472,102.6,11423,-7257,82.8967,70,False,False
1777821308.998,7765472,200.8,11423,-7257,82.8967,70,False,False
1777821311.031,7765472,110.5,11424,-7863,89.8269,69,False,False
1777821313.079,7765472,99.4,11424,-7863,89.8269,69,False,False
1777821315.112,7765472,95.2,11424,-7863,89.8269,69,False,False
1777821317.144,7765472,167.5,11424,-7863,89.8269,69,False,False
1777821319.175,7765472,98.6,11424,-7863,89.8269,69,False,False
1777821321.203,7777232,96.7,11424,-7863,89.8269,69,False,False
1777821323.242,7821840,101.2,11424,-7863,89.8269,69,False,False
1777821325.274,7835920,101.2,11424,-7863,89.8269,69,False,False
1777821327.305,7835920,94.9,11424,-7863,89.8269,69,False,False
1777821329.338,7853360,112.0,11424,-7863,89.8269,69,False,False
1777821331.375,7853360,108.7,11424,-7863,89.8269,69,False,False
1777821333.41,7853360,122.1,11424,-7863,89.8269,69,False,False
1777821335.444,7853360,111.3,11424,-7863,89.8269,69,False,False
1777821337.491,7853360,107.4,11424,-7863,89.8269,69,False,False
1777821339.529,7853360,174.6,11424,-7863,89.8269,69,False,False
1777821341.561,7853360,99.3,11424,-7863,89.8269,69,False,False
1777821343.596,7853360,101.1,11424,-7863,89.8269,69,False,False
1777821345.632,7853360,97.5,11424,-7863,89.8269,69,False,False
1777821347.665,7853328,98.2,11338,-7885,89.4001,68,False,False
1777821349.699,7864928,97.5,11338,-7885,89.4001,68,False,False
1777821351.732,7908288,103.7,11338,-7885,89.4001,68,False,False
1777821353.762,7922160,102.0,11338,-7885,89.4001,68,False,False
1777821355.81,7922224,96.1,11338,-7885,89.4001,68,False,False
1777821357.842,7939536,99.0,11338,-7885,89.4001,68,False,False
1777821359.876,7939536,99.2,11338,-7885,89.4001,68,False,False
1777821361.91,7939536,98.3,11338,-7885,89.4001,68,False,False
1777821363.943,7939536,97.7,11338,-7885,89.4001,68,False,False
1777821365.968,7939536,95.9,11338,-7885,89.4001,68,False,False
1777821368.0,7939536,99.9,11338,-7885,89.4001,68,False,False
1777821370.03,7939536,102.4,11338,-7885,89.4001,68,False,False
1777821372.061,7939536,109.5,11338,-7885,89.4001,68,False,False
1777821374.089,7939536,99.5,11338,-7885,89.4001,68,False,False
1777821376.121,7951120,96.9,11338,-7885,89.4001,68,False,False
1777821378.156,7994928,96.7,11338,-7885,89.4001,68,False,False
1777821380.191,7994944,96.2,11338,-7885,89.4001,68,False,False
1777821382.226,8008816,97.3,11338,-7478,84.7856,67,False,False
1777821384.26,8025920,105.2,11338,-7478,84.7856,67,False,False
1777821386.29,8025920,113.3,11338,-7478,84.7856,67,False,False
1777821388.321,8025920,159.6,11338,-7478,84.7856,67,False,False
1777821390.352,8025920,114.1,11338,-7478,84.7856,67,False,False
1777821392.385,8025920,99.1,11338,-7478,84.7856,67,False,False
1777821394.42,8025920,98.1,11338,-7478,84.7856,67,False,False
1777821396.451,8025920,151.4,11338,-7478,84.7856,67,False,False
1777821398.486,8025920,100.9,11338,-7478,84.7856,67,False,False
1777821400.521,8025920,98.5,11338,-7478,84.7856,67,False,False
1777821402.548,8025920,102.2,11338,-7478,84.7856,67,False,False
1777821404.597,8037504,95.1,11338,-7478,84.7856,67,False,False
1777821406.634,8085664,103.6,11338,-7478,84.7856,67,False,False
1777821408.666,8085664,97.4,11338,-7478,84.7856,67,False,False
