elapsed_sec,rss_kb,cpu_pct,battery_voltage_mv,battery_current_ma,battery_power_w,battery_capacity_pct,battery_external_connected,battery_is_charging
1777820804.523,32,0.0,11763,-6728,79.1415,83,False,False
1777820806.546,7359904,22.1,11763,-6728,79.1415,83,False,False
1777820808.575,7699904,100.7,11763,-6728,79.1415,83,False,False
1777820810.607,7760048,100.2,11763,-6728,79.1415,83,False,False
1777820812.638,7760080,97.5,11763,-6728,79.1415,83,False,False
1777820814.667,7760128,101.8,11772,-7485,88.1134,82,False,False
1777820816.695,7760144,186.2,11772,-7485,88.1134,82,False,False
1777820818.725,7760336,156.9,11772,-7485,88.1134,82,False,False
1777820820.765,7760336,99.0,11772,-7485,88.1134,82,False,False
1777820822.802,7760336,98.0,11772,-7485,88.1134,82,False,False
1777820824.837,7760336,312.7,11772,-7485,88.1134,82,False,False
1777820826.87,7760352,97.0,11772,-7485,88.1134,82,False,False
1777820828.897,7760496,106.1,11772,-7485,88.1134,82,False,False
1777820830.925,7777184,96.6,11772,-7485,88.1134,82,False,False
1777820832.977,7843264,100.4,11772,-7485,88.1134,82,False,False
1777820835.014,7843264,99.3,11772,-7485,88.1134,82,False,False
1777820837.046,7850224,99.8,11772,-7485,88.1134,82,False,False
1777820839.078,7867232,106.4,11772,-7485,88.1134,82,False,False
1777820841.108,7867232,106.8,11772,-7485,88.1134,82,False,False
1777820843.138,7867232,111.8,11772,-7485,88.1134,82,False,False
1777820845.178,7867232,101.1,11772,-7485,88.1134,82,False,False
1777820847.209,7867232,97.5,11772,-7485,88.1134,82,False,False
1777820849.239,7867248,122.2,11772,-7485,88.1134,82,False,False
1777820851.266,7867248,264.2,11772,-7485,88.1134,82,False,False
1777820853.297,7867248,98.7,11697,-7399,86.5461,81,False,False
1777820855.326,7867248,110.1,11697,-7399,86.5461,81,False,False
1777820857.357,7867248,98.3,11697,-7399,86.5461,81,False,False
1777820859.388,7883936,97.7,11697,-7399,86.5461,81,False,False
1777820861.423,7946576,98.1,11697,-7399,86.5461,81,False,False
1777820863.458,7946576,97.7,11697,-7399,86.5461,81,False,False
1777820865.495,7963536,121.9,11697,-7399,86.5461,81,False,False
1777820867.528,7984416,109.4,11697,-7399,86.5461,81,False,False
1777820869.561,7984416,104.6,11697,-7399,86.5461,81,False,False
1777820871.59,7984416,104.8,11697,-7399,86.5461,81,False,False
1777820873.62,7984416,106.9,11697,-7399,86.5461,81,False,False
1777820875.655,7984432,96.4,11697,-7399,86.5461,81,False,False
1777820877.686,7984432,112.2,11697,-7399,86.5461,81,False,False
1777820879.714,7984432,98.8,11697,-7399,86.5461,81,False,False
1777820881.745,7984432,98.7,11697,-7399,86.5461,81,False,False
1777820883.787,7984432,102.5,11697,-7399,86.5461,81,False,False
1777820885.817,7984432,170.7,11697,-7399,86.5461,81,False,False
1777820887.853,8001104,96.2,11697,-7399,86.5461,81,False,False
1777820889.885,8063312,102.7,11697,-7399,86.5461,81,False,False
1777820891.918,8080304,109.2,11661,-7040,82.0934,80,False,False
1777820893.956,8080304,97.9,11661,-7040,82.0934,80,False,False
1777820895.995,8101904,100.0,11661,-7040,82.0934,80,False,False
1777820898.029,8101904,131.7,11661,-7040,82.0934,80,False,False
1777820900.06,8101904,99.2,11661,-7040,82.0934,80,False,False
1777820902.092,8101904,100.0,11661,-7040,82.0934,80,False,False
1777820904.124,8101904,104.9,11661,-7040,82.0934,80,False,False
1777820906.153,8101904,110.7,11661,-7040,82.0934,80,False,False
1777820908.188,8101904,117.6,11661,-7040,82.0934,80,False,False
1777820910.228,8101904,95.5,11661,-7040,82.0934,80,False,False
1777820912.26,8101904,99.4,11661,-7040,82.0934,80,False,False
1777820914.292,8101904,108.1,11661,-7040,82.0934,80,False,False
1777820916.322,8118576,97.3,11661,-7040,82.0934,80,False,False
1777820918.358,8181168,100.6,11661,-7040,82.0934,80,False,False
1777820920.392,8181168,95.5,11661,-7040,82.0934,80,False,False
1777820922.428,8198096,116.7,11661,-7040,82.0934,80,False,False
1777820924.463,8219504,120.6,11661,-7040,82.0934,80,False,False
1777820926.491,8219504,99.3,11661,-7040,82.0934,80,False,False
1777820928.519,8219504,101.0,11656,-7490,87.3034,79,False,False
1777820930.552,8219504,104.0,11656,-7490,87.3034,79,False,False
1777820932.598,8219504,109.9,11656,-7490,87.3034,79,False,False
1777820934.628,8219504,98.7,11656,-7490,87.3034,79,False,False
1777820936.658,8219504,99.1,11656,-7490,87.3034,79,False,False
1777820938.694,8219504,176.6,11656,-7490,87.3034,79,False,False
1777820940.723,8219504,117.1,11656,-7490,87.3034,79,False,False
1777820942.753,8219504,101.2,11656,-7490,87.3034,79,False,False
1777820944.782,8236176,97.8,11656,-7490,87.3034,79,False,False
1777820946.813,8302944,102.7,11656,-7490,87.3034,79,False,False
1777820948.847,8302944,96.4,11656,-7490,87.3034,79,False,False
