tasks,total_wall_sec,mean_wall_sec,mean_score,mean_quality_total,mean_correctness_score,mean_json_score,mean_tool_use_score,mean_safety_score,mean_ground_truth_score,mean_planner_sec,mean_deterministic_tool_sec,mean_llm_tool_sec,mean_final_sec,total_prompt_eval_ms,total_decode_ms,plan_valid_rate,final_json_valid_rate,total_llm_calls,total_prompt_tokens,total_completion_tokens,completion_tokens_per_sec,job_index,host_label,repeat,ctx_size,model,config,type_k,type_v,server_max_rss_mb,server_max_cpu_pct,server_mean_cpu_pct,server_profile_samples,server_returncode,run_kind,task_suite,task_count,planner_mode,context_fill_ratio,raw_dir
5,260.66034819255583,52.13206963851117,0.8066666666666666,0.8066666666666666,0.7333333333333333,1.0,1.0,0.8,0.5,0.0,1.8192967399954795e-05,37.6551692456007,14.476540800416842,200472.04099999997,60058.524,1.0,1.0,10,11560,567,2.1752445430677625,1,x86_axelera_ctx,1,8192,gemma4_e4b,q4_0/q4_0,q4_0,q4_0,7590.96875,594.0,570.8697318007663,261,0,ctx_sweep,core,5,fixed,0.15,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_143814_x86_axelera_ctx/raw/0001_ctx8192_r01_gemma4_e4b_q4_0_q4_0
5,142.4054977032356,28.48109954064712,0.36,0.36,0.0,0.0,1.0,0.8,0.0,0.0,1.329849474132061e-05,17.12362831667997,11.357162794237956,97194.16400000002,44796.162,1.0,0.0,10,6239,358,2.5139478866613016,2,x86_axelera_ctx,1,4096,qwen35_4b,q8_0/tbq4,q8_0,tbq4,5587.15234375,595.0,571.3472222222222,144,0,ctx_sweep,core,5,fixed,0.15,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_143814_x86_axelera_ctx/raw/0002_ctx4096_r01_qwen35_4b_q8_0_tbq4
5,223.90924028190784,44.78184805638157,0.8133333333333332,0.8133333333333332,0.7333333333333333,1.0,1.0,1.0,0.3333333333333333,0.0,1.6260985285043715e-05,31.50264696981758,13.27886760737747,166930.33800000002,56818.584,1.0,1.0,10,11557,564,2.51887773496935,3,x86_axelera_ctx,1,8192,gemma4_e4b,q8_0/tbq4,q8_0,tbq4,7733.23046875,596.0,570.6666666666666,225,0,ctx_sweep,core,5,fixed,0.15,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_143814_x86_axelera_ctx/raw/0003_ctx8192_r01_gemma4_e4b_q8_0_tbq4
5,155.29803006793372,31.059606013586745,0.7466666666666666,0.7466666666666666,0.6,1.0,1.0,0.8,0.3333333333333333,0.0,1.412099227309227e-05,17.369310489157215,13.689985523326323,95964.46500000001,59061.899,1.0,1.0,10,6761,581,3.741193624580085,4,x86_axelera_ctx,1,4096,gemma4_e4b,f16/f16,f16,f16,8041.8046875,591.0,553.452229299363,157,0,ctx_sweep,core,5,fixed,0.15,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_143814_x86_axelera_ctx/raw/0004_ctx4096_r01_gemma4_e4b_f16_f16
5,160.81385101331398,32.1627702026628,0.36,0.36,0.0,0.0,1.0,0.8,0.0,0.0,1.3337424024939538e-05,16.205578153580426,15.956876170961186,99728.78699999998,60657.854,1.0,0.0,10,6237,485,3.015909369397828,5,x86_axelera_ctx,1,4096,qwen35_4b,q8_0/q8_0,q8_0,q8_0,5622.98046875,593.0,568.9130434782609,161,0,ctx_sweep,core,5,fixed,0.15,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_143814_x86_axelera_ctx/raw/0005_ctx4096_r01_qwen35_4b_q8_0_q8_0
5,113.96371414791793,22.792742829583585,0.36,0.36,0.0,0.0,1.0,0.8,0.0,0.0,1.488029956817627e-05,11.014262051368132,11.778150996612386,66229.633,47322.635,1.0,0.0,10,4288,378,3.3168452153935517,6,x86_axelera_ctx,1,2048,qwen35_4b,q8_0/q8_0,q8_0,q8_0,5555.40625,591.0,557.0956521739131,115,0,ctx_sweep,core,5,fixed,0.15,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_143814_x86_axelera_ctx/raw/0006_ctx2048_r01_qwen35_4b_q8_0_q8_0
5,116.40697352029383,23.281394704058766,0.36,0.36,0.0,0.0,1.0,0.8,0.0,0.0,1.2446800246834755e-05,12.135768639761954,11.14532422842458,67082.108,48888.543000000005,1.0,0.0,10,4332,393,3.3760863985651706,7,x86_axelera_ctx,1,2048,qwen35_4b,f16/f16,f16,f16,5648.67578125,595.0,568.5508474576271,118,0,ctx_sweep,core,5,fixed,0.15,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_143814_x86_axelera_ctx/raw/0007_ctx2048_r01_qwen35_4b_f16_f16
5,222.76586206676438,44.553172413352875,0.78,0.78,0.6,1.0,1.0,0.8,0.5,0.0,1.6554025933146477e-05,31.550005342438816,13.00282561359927,166888.302,55750.231,1.0,1.0,10,11550,552,2.4779380237110207,8,x86_axelera_ctx,1,8192,gemma4_e4b,tbq4/tbq4,tbq4,tbq4,7588.52734375,594.0,567.2959641255605,223,0,ctx_sweep,core,5,fixed,0.15,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_143814_x86_axelera_ctx/raw/0008_ctx8192_r01_gemma4_e4b_tbq4_tbq4
5,128.54867668403313,25.709735336806624,0.8266666666666665,0.8266666666666665,0.7333333333333333,1.0,1.0,1.0,0.4,0.0,1.3261148706078529e-05,11.08153147539124,14.627908726781607,69046.829,59422.240000000005,1.0,1.0,10,4463,576,4.480792917190288,9,x86_axelera_ctx,1,2048,gemma4_e4b,q4_0/q4_0,q4_0,q4_0,7416.70703125,590.0,550.4769230769231,130,0,ctx_sweep,core,5,fixed,0.15,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_143814_x86_axelera_ctx/raw/0009_ctx2048_r01_gemma4_e4b_q4_0_q4_0
5,228.45632906351238,45.691265812702476,0.8266666666666668,0.8266666666666668,0.7333333333333333,1.0,1.0,1.0,0.4,0.0,1.6219262033700942e-05,32.22426042598672,13.466677397163584,169676.67799999999,58439.128,1.0,1.0,10,11541,570,2.495006386281976,10,x86_axelera_ctx,1,8192,gemma4_e4b,f16/f16,f16,f16,8271.53125,595.0,569.2838427947598,229,0,ctx_sweep,core,5,fixed,0.15,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_143814_x86_axelera_ctx/raw/0010_ctx8192_r01_gemma4_e4b_f16_f16
5,103.79099944001064,20.758199888002128,0.36,0.36,0.0,0.0,1.0,0.8,0.0,0.0,1.5514576807618143e-05,11.53653262401931,9.221331962710247,66885.21500000001,36499.525,1.0,0.0,10,4306,297,2.8615198003913696,11,x86_axelera_ctx,1,2048,qwen35_4b,q8_0/tbq4,q8_0,tbq4,5527.45703125,596.0,565.9905660377359,106,0,ctx_sweep,core,5,fixed,0.15,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_143814_x86_axelera_ctx/raw/0011_ctx2048_r01_qwen35_4b_q8_0_tbq4
5,118.2051744449418,23.64103488898836,0.8133333333333332,0.8133333333333332,0.6666666666666667,1.0,1.0,1.0,0.4,0.0,1.530805602669716e-05,10.246335971402004,13.394404881773516,59860.34,58264.328,1.0,1.0,10,4478,581,4.915182459043881,12,x86_axelera_ctx,1,2048,gemma4_e4b,tbq4/tbq4,tbq4,tbq4,7429.796875,591.0,549.3083333333333,120,0,ctx_sweep,core,5,fixed,0.15,/home/ubuntu/dev/repos/turboquant-cpu/agent/results/20260502_143814_x86_axelera_ctx/raw/0012_ctx2048_r01_gemma4_e4b_tbq4_tbq4
