elapsed_sec,rss_kb,cpu_pct,battery_voltage_mv,battery_current_ma,battery_power_w,battery_capacity_pct,battery_external_connected,battery_is_charging
1777821569.65,32,0.0,11276,-7126,80.3528,63,False,False
1777821571.684,5454352,87.5,11259,-1591,17.9131,62,False,False
1777821573.721,5505952,96.7,11259,-1591,17.9131,62,False,False
1777821575.759,5505968,110.6,11259,-1591,17.9131,62,False,False
1777821577.8,5644304,104.7,11259,-1591,17.9131,62,False,False
1777821579.832,5653232,100.6,11259,-1591,17.9131,62,False,False
1777821581.867,5653408,99.4,11259,-1591,17.9131,62,False,False
1777821583.903,5654432,115.0,11259,-1591,17.9131,62,False,False
1777821585.933,5655488,169.2,11259,-1591,17.9131,62,False,False
1777821587.973,5655488,96.0,11259,-1591,17.9131,62,False,False
1777821590.01,5656336,98.3,11259,-1591,17.9131,62,False,False
1777821592.039,5657568,482.7,11259,-1591,17.9131,62,False,False
1777821594.074,5657568,92.4,11259,-1591,17.9131,62,False,False
1777821596.11,5658624,337.9,11259,-1591,17.9131,62,False,False
1777821598.144,5658624,99.0,11259,-1591,17.9131,62,False,False
1777821600.173,5658448,99.6,11259,-1591,17.9131,62,False,False
1777821602.214,5658624,97.9,11259,-1591,17.9131,62,False,False
1777821604.256,5797184,100.9,11259,-1591,17.9131,62,False,False
1777821606.287,5797184,97.6,11259,-1591,17.9131,62,False,False
1777821608.337,5905584,102.2,11259,-1591,17.9131,62,False,False
1777821610.371,5905584,97.6,11513,-7241,83.3656,61,False,False
1777821612.405,5905584,152.5,11513,-7241,83.3656,61,False,False
1777821614.435,6014048,135.9,11513,-7241,83.3656,61,False,False
1777821616.47,6014048,94.4,11513,-7241,83.3656,61,False,False
1777821618.501,6014048,96.9,11513,-7241,83.3656,61,False,False
1777821620.537,6014048,362.2,11513,-7241,83.3656,61,False,False
1777821622.569,6014048,96.7,11513,-7241,83.3656,61,False,False
1777821624.601,6014048,220.3,11513,-7241,83.3656,61,False,False
1777821626.636,6014048,416.7,11513,-7241,83.3656,61,False,False
1777821628.691,6014048,497.4,11513,-7241,83.3656,61,False,False
1777821630.73,6014048,546.3,11513,-7241,83.3656,61,False,False
1777821632.765,6014048,91.7,11513,-7241,83.3656,61,False,False
1777821634.832,6014048,357.7,11513,-7241,83.3656,61,False,False
1777821636.887,6014048,96.9,11513,-7241,83.3656,61,False,False
1777821638.919,6014048,96.9,11513,-7241,83.3656,61,False,False
1777821640.957,6014048,93.7,11513,-7241,83.3656,61,False,False
1777821642.997,6014048,97.3,11513,-7241,83.3656,61,False,False
1777821645.035,6152304,95.6,11513,-7241,83.3656,61,False,False
1777821647.07,6152304,92.7,11219,-7541,84.6025,60,False,False
1777821649.107,6260080,98.7,11219,-7541,84.6025,60,False,False
1777821651.139,6260080,97.8,11219,-7541,84.6025,60,False,False
1777821653.176,6368208,94.9,11219,-7541,84.6025,60,False,False
1777821655.205,6368208,289.8,11219,-7541,84.6025,60,False,False
1777821657.238,6368032,102.8,11219,-7541,84.6025,60,False,False
1777821659.273,6368208,97.3,11219,-7541,84.6025,60,False,False
1777821661.304,6368224,352.1,11219,-7541,84.6025,60,False,False
1777821663.339,6368080,98.1,11219,-7541,84.6025,60,False,False
1777821665.373,6368256,386.8,11219,-7541,84.6025,60,False,False
1777821667.406,6368256,97.2,11219,-7541,84.6025,60,False,False
1777821669.439,6368256,231.6,11219,-7541,84.6025,60,False,False
1777821671.469,6368256,97.1,11219,-7541,84.6025,60,False,False
1777821673.505,6368256,236.6,11219,-7541,84.6025,60,False,False
1777821675.535,6368256,93.7,11219,-7541,84.6025,60,False,False
1777821677.57,6505616,99.2,11219,-7541,84.6025,60,False,False
1777821679.6,6505872,96.4,11219,-7541,84.6025,60,False,False
1777821681.64,6613120,92.0,11219,-7541,84.6025,60,False,False
1777821683.671,6613120,96.7,11186,-7485,83.7272,59,False,False
1777821685.709,6641616,93.6,11186,-7485,83.7272,59,False,False
1777821687.741,6749952,172.9,11186,-7485,83.7272,59,False,False
1777821689.771,6749952,269.1,11186,-7485,83.7272,59,False,False
1777821691.804,6749952,93.9,11186,-7485,83.7272,59,False,False
1777821693.845,6749952,448.5,11186,-7485,83.7272,59,False,False
1777821695.876,6749952,427.4,11186,-7485,83.7272,59,False,False
1777821697.909,6749952,94.0,11186,-7485,83.7272,59,False,False
1777821699.939,6749776,91.4,11186,-7485,83.7272,59,False,False
1777821701.97,6749952,96.0,11186,-7485,83.7272,59,False,False
1777821704.006,6749952,377.3,11186,-7485,83.7272,59,False,False
1777821706.04,6749952,377.5,11186,-7485,83.7272,59,False,False
1777821708.068,6749952,339.8,11186,-7485,83.7272,59,False,False
