elapsed_sec,rss_kb,cpu_pct,battery_voltage_mv,battery_current_ma,battery_power_w,battery_capacity_pct,battery_external_connected,battery_is_charging
1777996929.813,32,0.0,12279,-903,11.0879,77,True,True
1777996930.848,5281888,96.2,12279,-903,11.0879,77,True,True
1777996931.882,5517088,92.6,12279,-903,11.0879,77,True,True
1777996932.916,5517088,99.5,12279,-903,11.0879,77,True,True
1777996933.957,5568640,99.1,12279,-903,11.0879,77,True,True
1777996934.994,5568640,99.2,12279,-903,11.0879,77,True,True
1777996936.029,5568640,99.2,12279,-903,11.0879,77,True,True
1777996937.07,5681504,100.2,12279,-903,11.0879,77,True,True
1777996938.115,5681568,100.4,12279,-903,11.0879,77,True,True
1777996939.156,5681568,99.5,12279,-903,11.0879,77,True,True
1777996940.195,5681568,98.3,12279,-903,11.0879,77,True,True
1777996941.238,5800016,100.1,12279,-903,11.0879,77,True,True
1777996942.289,5800016,100.0,12279,-903,11.0879,77,True,True
1777996943.328,5800080,98.8,12279,-903,11.0879,77,True,True
1777996944.369,5914112,101.8,12279,-903,11.0879,77,True,True
1777996945.409,5914112,100.0,12279,-903,11.0879,77,True,True
1777996946.44,5914112,98.7,12279,-903,11.0879,77,True,True
1777996947.476,5914128,99.1,12279,-903,11.0879,77,True,True
1777996948.517,6026704,99.5,12279,-903,11.0879,77,True,True
1777996949.546,6026528,99.7,12279,-903,11.0879,77,True,True
1777996950.581,6026704,99.3,12279,-903,11.0879,77,True,True
1777996951.623,6136304,105.1,12279,-903,11.0879,77,True,True
1777996952.658,6136304,99.4,12279,-903,11.0879,77,True,True
1777996953.693,6136304,100.3,12279,-903,11.0879,77,True,True
1777996954.736,6247712,99.2,12279,-903,11.0879,77,True,True
1777996955.766,6247712,99.0,12279,-903,11.0879,77,True,True
1777996956.809,6247712,98.7,12279,-903,11.0879,77,True,True
1777996957.848,6247728,99.0,12279,-903,11.0879,77,True,True
1777996958.892,6360032,98.0,12279,-903,11.0879,77,True,True
1777996959.93,6360032,99.9,12265,-1001,12.2773,77,True,True
1777996960.968,6360032,99.8,12265,-1001,12.2773,77,True,True
1777996962.004,6360032,125.9,12265,-1001,12.2773,77,True,True
1777996963.04,6360032,99.6,12265,-1001,12.2773,77,True,True
1777996964.078,6501472,100.8,12265,-1001,12.2773,77,True,True
1777996965.114,6501472,100.0,12265,-1001,12.2773,77,True,True
1777996966.152,6501472,96.9,12265,-1001,12.2773,77,True,True
1777996967.19,6614688,105.4,12265,-1001,12.2773,77,True,True
1777996968.222,6614688,100.1,12265,-1001,12.2773,77,True,True
1777996969.259,6614688,130.7,12265,-1001,12.2773,77,True,True
1777996970.3,6614688,99.4,12265,-1001,12.2773,77,True,True
1777996971.337,6650896,98.0,12265,-1001,12.2773,77,True,True
1777996972.376,6763472,100.7,12265,-1001,12.2773,77,True,True
1777996973.412,6763472,97.8,12265,-1001,12.2773,77,True,True
1777996974.449,6763472,98.7,12265,-1001,12.2773,77,True,True
1777996975.491,6763472,99.1,12265,-1001,12.2773,77,True,True
1777996976.53,6874640,100.6,12265,-1001,12.2773,77,True,True
1777996977.57,6874640,100.3,12265,-1001,12.2773,77,True,True
1777996978.61,6874640,99.5,12265,-1001,12.2773,77,True,True
1777996979.646,6874640,98.1,12265,-1001,12.2773,77,True,True
1777996980.675,6874640,178.0,12265,-1001,12.2773,77,True,True
1777996981.724,6874640,102.2,12265,-1001,12.2773,77,True,True
1777996982.753,6874640,100.0,12265,-1001,12.2773,77,True,True
1777996983.797,6986304,228.6,12265,-1001,12.2773,77,True,True
1777996984.832,6986304,98.3,12265,-1001,12.2773,77,True,True
1777996985.864,6986304,100.1,12265,-1001,12.2773,77,True,True
1777996986.903,6986304,100.0,12265,-1001,12.2773,77,True,True
1777996987.942,6990768,98.8,12265,-1001,12.2773,77,True,True
1777996988.988,7103792,105.7,12265,-1001,12.2773,77,True,True
1777996990.022,7103792,98.5,12265,-1001,12.2773,77,True,True
1777996991.071,7103792,99.1,12265,-1001,12.2773,77,True,True
1777996992.112,7103792,99.0,12265,-1001,12.2773,77,True,True
1777996993.143,7215760,98.7,12265,-1001,12.2773,77,True,True
1777996994.182,7215760,98.5,12265,-1001,12.2773,77,True,True
1777996995.221,7215776,100.1,12265,-1001,12.2773,77,True,True
1777996996.263,7215776,97.7,12265,-1001,12.2773,77,True,True
1777996997.307,7326384,284.8,12265,-1001,12.2773,77,True,True
1777996998.345,7326384,100.3,12265,-1001,12.2773,77,True,True
1777996999.384,7326384,99.2,12265,-1001,12.2773,77,True,True
1777997000.426,7326384,100.0,12265,-1001,12.2773,77,True,True
1777997001.465,7439232,100.4,12265,-1001,12.2773,77,True,True
1777997002.502,7439232,99.7,12265,-1001,12.2773,77,True,True
1777997003.533,7439232,98.8,12265,-1001,12.2773,77,True,True
1777997004.575,7439232,121.1,12265,-1001,12.2773,77,True,True
1777997005.612,7550576,107.5,12265,-1001,12.2773,77,True,True
1777997006.64,7550576,98.9,12265,-1001,12.2773,77,True,True
1777997007.683,7550576,126.9,12265,-1001,12.2773,77,True,True
1777997008.715,7662672,96.1,12265,-1001,12.2773,77,True,True
1777997009.752,7662672,100.4,12265,-1001,12.2773,77,True,True
1777997010.793,7662672,100.2,12265,-1001,12.2773,77,True,True
1777997011.841,7662672,99.6,12265,-1001,12.2773,77,True,True
1777997012.892,7662672,98.5,12265,-1001,12.2773,77,True,True
1777997013.929,7775408,104.3,12265,-1001,12.2773,77,True,True
1777997014.963,7775408,102.0,12265,-1001,12.2773,77,True,True
1777997016.002,7775408,98.8,12265,-1001,12.2773,77,True,True
1777997017.04,7775408,98.7,12265,-1001,12.2773,77,True,True
1777997018.081,7886560,217.2,12265,-1001,12.2773,77,True,True
1777997019.11,7886560,98.2,12257,-1065,13.0537,77,True,True
1777997020.152,7886560,100.0,12257,-1065,13.0537,77,True,True
1777997021.194,7886560,99.6,12257,-1065,13.0537,77,True,True
1777997022.235,7997632,126.8,12257,-1065,13.0537,77,True,True
1777997023.271,7997632,100.2,12257,-1065,13.0537,77,True,True
1777997024.312,7997632,99.4,12257,-1065,13.0537,77,True,True
1777997025.358,8109696,95.5,12257,-1065,13.0537,77,True,True
1777997026.391,8109696,99.4,12257,-1065,13.0537,77,True,True
1777997027.435,8109696,99.4,12257,-1065,13.0537,77,True,True
1777997028.467,8109696,176.0,12257,-1065,13.0537,77,True,True
1777997029.507,8109696,98.0,12257,-1065,13.0537,77,True,True
1777997030.549,8109696,99.1,12257,-1065,13.0537,77,True,True
